epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
106,2961.51,0.78667,0.41158,0.86568,0.77701,0.60772,0.71551,0.47912,1.18801,1.27583,0.98851,0.006535,0.006535,0.006535
107,2989.32,0.78665,0.41355,0.86442,0.79872,0.56408,0.69819,0.47487,1.18341,1.38304,0.98586,0.006502,0.006502,0.006502
108,3016.91,0.78102,0.40867,0.86204,0.78512,0.54066,0.68593,0.46727,1.19445,1.4523,0.98324,0.006469,0.006469,0.006469
109,3044.8,0.78558,0.41116,0.86474,0.7797,0.61601,0.7141,0.47371,1.18646,1.18902,0.98586,0.006436,0.006436,0.006436
110,3072.46,0.78516,0.41107,0.86812,0.75481,0.59562,0.69045,0.45775,1.2081,1.23473,0.99946,0.006403,0.006403,0.006403
111,3100.26,0.78944,0.41364,0.86835,0.76285,0.55671,0.68456,0.45802,1.19927,1.38373,0.98939,0.00637,0.00637,0.00637
112,3127.84,0.77913,0.40858,0.86529,0.75554,0.58405,0.68695,0.45656,1.21477,1.36144,0.99346,0.006337,0.006337,0.006337
113,3155.46,0.77125,0.40723,0.86041,0.80567,0.54164,0.69172,0.46616,1.18396,1.42325,0.98636,0.006304,0.006304,0.006304
114,3183.2,0.77938,0.40726,0.86499,0.76027,0.56342,0.68806,0.46482,1.17463,1.34408,0.985,0.006271,0.006271,0.006271
115,3210.86,0.77212,0.40638,0.8606,0.76719,0.59606,0.7051,0.47436,1.18917,1.29681,0.98595,0.006238,0.006238,0.006238
116,3238.64,0.77653,0.40477,0.8616,0.77166,0.58959,0.70156,0.47133,1.19648,1.34709,0.99194,0.006205,0.006205,0.006205
117,3266.28,0.76572,0.40477,0.86033,0.75746,0.57155,0.69046,0.46245,1.19953,1.40149,0.99098,0.006172,0.006172,0.006172
118,3294.08,0.77208,0.40169,0.85936,0.77321,0.58011,0.69328,0.46725,1.18808,1.28502,0.98759,0.006139,0.006139,0.006139
119,3321.73,0.76843,0.40186,0.85938,0.79264,0.5951,0.71748,0.47938,1.19333,1.21479,0.98831,0.006106,0.006106,0.006106
120,3349.73,0.76064,0.39599,0.86244,0.81604,0.59905,0.72413,0.47758,1.21349,1.25338,0.99676,0.006073,0.006073,0.006073
121,3377.51,0.77079,0.40353,0.86325,0.84517,0.55735,0.70768,0.46557,1.19092,1.1915,0.98948,0.00604,0.00604,0.00604
122,3405.38,0.77103,0.40075,0.86211,0.79553,0.58899,0.7199,0.47728,1.185,1.24434,0.98696,0.006007,0.006007,0.006007
123,3433.01,0.755,0.39732,0.85854,0.80124,0.56329,0.70198,0.47032,1.17935,1.32286,0.98768,0.005974,0.005974,0.005974
124,3460.58,0.75057,0.39583,0.85736,0.76082,0.55599,0.68253,0.45814,1.20564,1.49492,0.99817,0.005941,0.005941,0.005941
